particular_fastcmp;1_1.in;78.4
particular_fastcmp;1_10.in;71.18
particular_fastcmp;1_2.in;67.54
particular_fastcmp;1_3.in;71.3
particular_fastcmp;1_4.in;78.52
particular_fastcmp;1_5.in;75.2
particular_fastcmp;1_6.in;73.84
particular_fastcmp;1_7.in;80.28
particular_fastcmp;1_8.in;75.66
particular_fastcmp;1_9.in;83.56
particular_fastcmp;3_1.in;68.84
particular_fastcmp;3_10.in;70.04
particular_fastcmp;3_2.in;66.88
particular_fastcmp;3_3.in;70.66
particular_fastcmp;3_4.in;70.54
particular_fastcmp;3_5.in;69.9
particular_fastcmp;3_6.in;69.38
particular_fastcmp;3_7.in;67.38
particular_fastcmp;3_8.in;65.78
particular_fastcmp;3_9.in;68.5
particular_fastcmp;4_1.in;82.8
particular_fastcmp;4_10.in;70.32
particular_fastcmp;4_2.in;75.96
particular_fastcmp;4_3.in;73.8
particular_fastcmp;4_4.in;72.78
particular_fastcmp;4_5.in;73
particular_fastcmp;4_6.in;73.74
particular_fastcmp;4_7.in;69.48
particular_fastcmp;4_8.in;74.56
particular_fastcmp;4_9.in;71.18
particular_iterative;1_1.in;96.38
particular_iterative;1_10.in;95.24
particular_iterative;1_2.in;92.48
particular_iterative;1_3.in;94.74
particular_iterative;1_4.in;91.26
particular_iterative;1_5.in;92.8
particular_iterative;1_6.in;92.24
particular_iterative;1_7.in;92.52
particular_iterative;1_8.in;93.78
particular_iterative;1_9.in;94.74
particular_iterative;3_1.in;11.64
particular_iterative;3_10.in;11.7
particular_iterative;3_2.in;10.88
particular_iterative;3_3.in;11.54
particular_iterative;3_4.in;11.9
particular_iterative;3_5.in;11.6
particular_iterative;3_6.in;11.04
particular_iterative;3_7.in;11.48
particular_iterative;3_8.in;11.44
particular_iterative;3_9.in;11.36
particular_iterative;4_1.in;15.54
particular_iterative;4_10.in;15.8
particular_iterative;4_2.in;15.7
particular_iterative;4_3.in;15.46
particular_iterative;4_4.in;15.28
particular_iterative;4_5.in;15.04
particular_iterative;4_6.in;15.28
particular_iterative;4_7.in;15.4
particular_iterative;4_8.in;14.8
particular_iterative;4_9.in;15.16
particular_iterative_fastcmp;1_1.in;102.08
particular_iterative_fastcmp;1_10.in;101.3
particular_iterative_fastcmp;1_2.in;98.68
particular_iterative_fastcmp;1_3.in;101.34
particular_iterative_fastcmp;1_4.in;98.52
particular_iterative_fastcmp;1_5.in;100.7
particular_iterative_fastcmp;1_6.in;100.22
particular_iterative_fastcmp;1_7.in;100.82
particular_iterative_fastcmp;1_8.in;102.26
particular_iterative_fastcmp;1_9.in;102.6
particular_iterative_fastcmp;3_1.in;11.98
particular_iterative_fastcmp;3_10.in;12.04
particular_iterative_fastcmp;3_2.in;11.2
particular_iterative_fastcmp;3_3.in;12.16
particular_iterative_fastcmp;3_4.in;12.04
particular_iterative_fastcmp;3_5.in;12.16
particular_iterative_fastcmp;3_6.in;11.4
particular_iterative_fastcmp;3_7.in;11.88
particular_iterative_fastcmp;3_8.in;11.88
particular_iterative_fastcmp;3_9.in;12.14
particular_iterative_fastcmp;4_1.in;16.24
particular_iterative_fastcmp;4_10.in;16.64
particular_iterative_fastcmp;4_2.in;16.14
particular_iterative_fastcmp;4_3.in;16.54
particular_iterative_fastcmp;4_4.in;16.44
particular_iterative_fastcmp;4_5.in;16.02
particular_iterative_fastcmp;4_6.in;16.42
particular_iterative_fastcmp;4_7.in;16.32
particular_iterative_fastcmp;4_8.in;16
particular_iterative_fastcmp;4_9.in;16.38
particular_iterative_memlinear;1_1.in;90.02
particular_iterative_memlinear;1_10.in;89.46
particular_iterative_memlinear;1_2.in;86.48
particular_iterative_memlinear;1_3.in;89.44
particular_iterative_memlinear;1_4.in;86.7
particular_iterative_memlinear;1_5.in;87.96
particular_iterative_memlinear;1_6.in;87.32
particular_iterative_memlinear;1_7.in;87.94
particular_iterative_memlinear;1_8.in;89.68
particular_iterative_memlinear;1_9.in;89.92
particular_iterative_memlinear;3_1.in;9.18
particular_iterative_memlinear;3_10.in;9.24
particular_iterative_memlinear;3_2.in;8.36
particular_iterative_memlinear;3_3.in;8.94
particular_iterative_memlinear;3_4.in;9.22
particular_iterative_memlinear;3_5.in;8.96
particular_iterative_memlinear;3_6.in;8.62
particular_iterative_memlinear;3_7.in;8.82
particular_iterative_memlinear;3_8.in;9.46
particular_iterative_memlinear;3_9.in;9
particular_iterative_memlinear;4_1.in;12.38
particular_iterative_memlinear;4_10.in;12.26
particular_iterative_memlinear;4_2.in;11.78
particular_iterative_memlinear;4_3.in;12.22
particular_iterative_memlinear;4_4.in;12.28
particular_iterative_memlinear;4_5.in;12.16
particular_iterative_memlinear;4_6.in;12.1
particular_iterative_memlinear;4_7.in;11.92
particular_iterative_memlinear;4_8.in;11.84
particular_iterative_memlinear;4_9.in;12.42
particular_iterative_memlinear_fastcmp;1_1.in;93.92
particular_iterative_memlinear_fastcmp;1_10.in;93
particular_iterative_memlinear_fastcmp;1_2.in;89.88
particular_iterative_memlinear_fastcmp;1_3.in;91.98
particular_iterative_memlinear_fastcmp;1_4.in;89.4
particular_iterative_memlinear_fastcmp;1_5.in;90.96
particular_iterative_memlinear_fastcmp;1_6.in;91.12
particular_iterative_memlinear_fastcmp;1_7.in;92.1
particular_iterative_memlinear_fastcmp;1_8.in;92.46
particular_iterative_memlinear_fastcmp;1_9.in;93.34
particular_iterative_memlinear_fastcmp;3_1.in;8.92
particular_iterative_memlinear_fastcmp;3_10.in;9.2
particular_iterative_memlinear_fastcmp;3_2.in;8.04
particular_iterative_memlinear_fastcmp;3_3.in;8.72
particular_iterative_memlinear_fastcmp;3_4.in;8.72
particular_iterative_memlinear_fastcmp;3_5.in;8.78
