general;1_1.in;3.68
general;1_10.in;2.88
general;1_2.in;3.3
general;1_3.in;3.34
general;1_4.in;3.74
general;1_5.in;3.14
general;1_6.in;3.5
general;1_7.in;3.26
general;1_8.in;3.42
general;1_9.in;3.58
general;3_1.in;24.84
general;3_10.in;40.1
general;3_2.in;28.02
general;3_3.in;76.38
general;3_4.in;27.12
general;3_5.in;54.22
general;3_6.in;29.06
general;3_7.in;24.14
general;3_8.in;123.44
general;3_9.in;68.32
general;4_1.in;595.36
general;4_10.in;962.8
general;4_2.in;1065.48
general;4_3.in;728.84
general;4_4.in;956.2
general;4_5.in;769.12
general;4_6.in;823.4
general;4_7.in;1018.74
general;4_8.in;1058.84
general;4_9.in;1547.44
